id,intitule,description,dateCreation,dateActualisation,romeCode,romeLibelle,appellationlibelle,typeContrat,typeContratLibelle,natureContrat,experienceExige,experienceLibelle,dureeTravailLibelle,dureeTravailLibelleConverti,qualificationCode,qualificationLibelle,codeNAF,secteurActivite,secteurActiviteLibelle,lieuTravail.libelle,lieuTravail.latitude,lieuTravail.longitude,lieuTravail.codePostal,lieuTravail.commune,entreprise.nom,salaire.libelle,contact.coordonnees1,origineOffre.origine,origineOffre.urlOrigine,salaire.complement1,salaire.complement2,deplacementCode,contact.nom,salaire_per_year,Contrat,city_name,matched_acad,diploma_needed
179WDJS,Électricien (H/F),"Filiale historique d'un grand Groupe qui a su s'imposer auprès des collectivités et des opérateurs privés pour les travaux de distribution des énergies, des données et des fluides.

Spécialiste national de la conception et de la construction de réseaux, la société propose à ses clients une offre de services globale et complète dans les domaines des réseaux électriques, numériques, éclairage public, gaz et chauffage urbain.

La société dispose d'un réseau de 40 agences sur le territoire.

Notre Agence Partnaire Saverne, avec son équipe dynamique, a la mission qu'il vous faut !
Nous serons à votre écoute au quotidien pour vous assurer un suivi personnalisé.

Pour une entreprise référente dans le secteur des Travaux publics, nous recherchons un Electricien (H/F) sur Bouxwiller !

En collaboration avec le Chef d'équipe:

Vous fixerez les différents éléments d'équipement : armoires, coffrets, boîtiers, répartiteur.
Vous tirerez du câble et le raccorder.
Vous participerez aux essais et réglages jusqu'à la mise en service des installations.
Vous appliquerez les règles et les normes d'hygiène, de sécurité et d'environnement.

Temps de travail: 157 heures mensualisées avec paiement mensuel des heures supplémentaires
Salaire fixe sur 13,3 mois (Statut OUVRIER + Tickets Restaurants )

Salaire selon profil Vous êtes issu d'une formation technique type Bac Pro Electrotechnique et/ou d'une expérience de 1 an dans un poste similaires.

Vous êtes autonome, et disposez d'une bonne habilité manuelle.

Vous être capable de respecter des délais 

Vous appréciez communiquer avec une équipe, tout en étant capable de travailler seul

Mes avantages :

- Une mutuelle santé / une prévoyance
- Un CET, compte épargne temps qui rémunère votre épargne à 5%
- Des indemnités de fin de mission à hauteur de 10%
- Des chèques cadeaux parrainage jusqu'à 100 euros
- Un comité d'entreprise dès le premier mois de mission",2024-08-23T04:46:43.715Z,2024-08-23T04:46:43.931Z,F1602,Électricien / Électricienne du bâtiment,Électricien / Électricienne du bâtiment,MIS,Intérim - 12 Mois,Contrat travail,E,1,35H,Temps plein,3.0,"Ouvrier qualifié (P1,P2)",78.20Z,78.0,Activités des agences de travail temporaire,67 - Saverne,48.739971,7.369851,67700,67437,PARTNAIRE,Horaire de 12.0 Euros à 15.0 Euros sur 12.0 mois,http://app.mytalentplug.com/description-offre.aspx?ojid=e4aJ/mdgSovIl/QigTqlAA==,1.0,https://candidat.francetravail.fr/offres/recherche/detail/179WDJS,0,0,0.0,0,24960.0,Intérim,Saverne,,Ingénierie et Technologie
179WDJQ,Plombier (H/F),"PARTNIARE MAUBEUGE recherche pour son client spécialisée dans le secteur d'activité des travaux d'installation d'équipements thermiques et de climatisation un PLOMBIER (H/F)

Pour ce poste, vos missions sont les suivantes: 

 - Installation des équipements sanitaires et des appareils de chauffages sur des chantiers de réhabilitation (tuyauterie, alimentation, évacuation, chaudière, chauffe-eau, robinetterie, baignoire, ventilation, radiateur).

 - Réalisation de l'entretien et la réparation/dépannage des éléments de plomberie (pose, coupe et soudure des différents éléments) au sein des entreprises et/ou auprès des particuliers.

 - Vérification de la conformité, l'étanchéité et les raccordements de vos équipements/réseaux

 - Installation et dépannage des éléments de chauffage et climatisation Vous savez faire preuve d'une grande technicité et de connaissances précises pour faire face à toutes les situations :

Lecture de plan et de schémas.
Bonne connaissance des matériaux : cuivre, plastique, inox, fer, acier, zinc, etc.
Compétences techniques : mesures, traçage, collage, application d'enduit, soudure, cintrage, etc.
Maniement d'outils tels que : équerre, niveau, perceuses, etc.
Connaissance des normes de sécurité liées au gaz et aux chantiers.
Vous possédez une expérience significative sur un poste similaire.


Vous vous êtes reconnu  Alors n'hésitez plus, cliquez sur « postuler »

Mes avantages :

- Une mutuelle santé
- Un CET, compte épargne temps qui rémunère votre épargne à 5%
- Des indemnités de fin de mission à hauteur de 10%
- Des chèques cadeaux parrainage jusqu'à 100 euros
- Un comité d'entreprise dès le premier mois de mission",2024-08-23T04:46:29.848Z,2024-08-23T04:46:30.094Z,F1620,Installateur / Installatrice chauffage et climatisation,Plombier / Plombière chauffagiste,MIS,Intérim - 3 Mois,Contrat travail,E,2,35H,Temps plein,3.0,"Ouvrier qualifié (P1,P2)",78.20Z,78.0,Activités des agences de travail temporaire,59 - Maubeuge,50.284569,3.965341,59600,59392,PARTNAIRE,Horaire de 12.0 Euros à 12.0 Euros sur 12.0 mois,http://app.mytalentplug.com/description-offre.aspx?ojid=kPhFFDATB09CYXOV7KfVAA==,1.0,https://candidat.francetravail.fr/offres/recherche/detail/179WDJQ,0,0,0.0,0,24960.0,Intérim,Maubeuge,,Ingénierie et Technologie
179WDJP,Réceptionniste,"Aquila RH Nice, expert en recrutement en intérim depuis plus de 10 ans, recherche actuellement un réceptionniste (H/F) pour l'un de ses clients.

Nous recherchons un réceptionniste (H/F) pour cet établissement situé dans le secteur de Nice, avec la possibilité d'un poste sur plusieurs semaines pour les candidats motivés et prêts à s'engager sur le long terme.

L'établissement est bien desservi par les transports en commun, avec des arrêts de bus et la gare SNCF à proximité.

Une expérience préalable est exigée pour ce poste.


Vos missions:
? Vérifier les réservations, préparer les arrivées et les départs
? Contrôler la facturation
? Gérer le standard téléphonique.
? Traiter les emails
? Accueil de la clientèle de l'hôtel

Vos horaires : Horaires tournants

07h00 a 15h00
15h00 a 23h00
23h00 a 07h00

Vos avantages :
- Repas rémunéré selon la convention collective de l'hôtellerie restauration
- IFM 10% indemnités de fin de mission
- ICP 10% indemnités de congés payés
- Adhésion Mutuelle
- CE (réduction de place de cinéma, parc d'attraction etc...)
- Acompte à la Semaine (mardi et jeudi)
- Espace intérimaire en ligne. Votre profil:
Niveau CAP / BEP

",2024-08-23T04:45:56.684Z,2024-08-23T04:45:56.904Z,G1703,Réceptionniste en hôtellerie,Réceptionniste en hôtellerie,MIS,Intérim - 1 Mois,Contrat travail,D,0,35H,Temps plein,6.0,Employé qualifié,78.20Z,78.0,Activités des agences de travail temporaire,06 - Nice,43.713012,7.250987,6000,6088,LABBA- Aquila RH intérim,Mensuel de 2500.0 Euros à 2500.0 Euros sur 12.0 mois,http://app.mytalentplug.com/redirection.aspx?ojid=jHQLFb7JVX/k0j79PT55ZQ==,1.0,https://candidat.francetravail.fr/offres/recherche/detail/179WDJP,0,0,0.0,0,30000.0,Intérim,Nice,Nice,Autre
179WDJN,Commis de cuisine,"Aquila RH Nice, acteur du recrutement en CDD CDI, recherche pour l'un de ses clients, un commis de cuisine.

Nous sommes actuellement a la recherche d'un cuisinier pour un établissement situé dans les alentours du secteur de Péone.

Vous êtes a la recherche d'un nouveau challenge ? et vous souhaitez vous mettre au vert ?

Alors n'hésitez pas a postuler !


Vos missions:
Respect des normes HACCP
Effectuer les commandes et inventaires
Effectuer la mise en place de son poste de travail
Mise en place des mets simples
Rangement des stocks

Les horaires :
(poste en continu) // (horaires susceptibles de changer si accroissement d'activité)

09H00 A 17H00
08H00 A 16h00

Avantages :
- Repas rémunéré selon la convention collective de l'hôtellerie restauration
- Adhésion Mutuelle
- Logement sur place. 
Votre profil:
Niveau CAP// BEP


",2024-08-23T04:45:55.882Z,2024-08-23T04:45:56.106Z,G1602,Commis / Commise de cuisine,Commis / Commise de cuisine,MIS,Intérim - 3 Mois,Contrat travail,D,0,35H,Temps plein,6.0,Employé qualifié,78.20Z,78.0,Activités des agences de travail temporaire,06 - Péone,44.100435,6.93811,6470,6094,LABBA- Aquila RH intérim,Mensuel de 2000.0 Euros à 2500.0 Euros sur 12.0 mois,http://app.mytalentplug.com/redirection.aspx?ojid=Vp1Tsudub7vl9jRsJUztJg==,1.0,https://candidat.francetravail.fr/offres/recherche/detail/179WDJN,0,0,0.0,0,24000.0,Intérim,Péone,,Autre
179WDJM,Mécanicien vehicules poids lourd (H/F),"Notre client est un acteur majeur du transport en Alsace. Il est présent sur l'intégralité des offres routières de transports publics mais également pour mettre en oeuvre des prestations privées de transports, de voyages, et de tourisme.

L'agence PARTNAIRE HAGUENAU recherche pour son client un mécanicien H/F sur le secteur d'Illkirch. 

Les missions (liste non exhaustive) : 

- Procéder à l'entretien des véhicules
- Effectuer les diagnostics des véhicules
- Respecter les directives et préconisations des constructeurs
- Appliquer les procédures de sécurité en vigueur

Poste à temps plein, possibilité de faire des heures supplémentaires
Horaires de journée du lundi au vendredi
Rémunération selon expérience du candidat Vous êtes titulaire d'une formation technique en maintenance de véhicules industriels (mécanique, électronique, hydraulique et électrique) 
Etre titulaire du permis D est un plus pour le poste 
Vous avez une première expérience réussie dans la maintenance poids lourds ou véhicules légers
Vous êtes autonome, ponctuel et rigoureux
Vous êtes reconnu pour votre sérieux et efficience dans vos missions

Mes avantages :

- Une mutuelle santé / une prévoyance
- Un CET, compte épargne temps qui rémunère votre épargne à 5%
- Des indemnités de fin de mission à hauteur de 10%
- Des chèques cadeaux parrainage jusqu'à 100 euros
- Un comité d'entreprise dès le premier mois de mission",2024-08-23T04:45:50.978Z,2024-08-23T04:45:51.164Z,I1604,Mécanicien / Mécanicienne automobile,Mécanicien/Mécanicienne de véhicules de transport en commun,CDI,CDI,Contrat travail,E,2,35H,Temps plein,6.0,Employé qualifié,78.20Z,78.0,Activités des agences de travail temporaire,67 - Illkirch-Graffenstaden,48.524658,7.722443,67400,67218,PARTNAIRE 67,Mensuel de 2000.0 Euros à 2900.0 Euros sur 12.0 mois,http://app.mytalentplug.com/description-offre.aspx?ojid=hC50eqquFpvxLDgW2To+WQ==,1.0,https://candidat.francetravail.fr/offres/recherche/detail/179WDJM,0,0,0.0,0,24000.0,CDI,Illkirch-Graffenstaden,,Ingénierie et Technologie
179WDJL,Préparateur de commandes (H/F),"Votre agence Partnaire Villefranche recherche pour son client, acteur majeur dans le transport et la logistique, un préparateur de commande (H/F) pour son site à Reyrieux (01).

Vous souhaitez intégrer une équipe à taille humaine, avec un bel esprit d'équipe?

En équipe et sous la responsabilité du responsable de l'entrepôt, votre mission consiste à préparer les commandes à l'aide d'un chariot élévateur nécessitant le CACES 1b


Divers :
Horaires en 2x8 : 6H-13H30 ou 10h30-18h00 (en alternance une semaine sur 2).
Salaire : 11,75EUR BRUT /heure.
Poste basé à Reyrieux (01)
Contrat en intérim de 3 mois renouvelable.

Vous profitez d'une salle de pause pour vous restaurer. Vous êtes titulaire du CACES 1b en cours de validité.
Vous souhaitez mettre à profit votre esprit d'équipe pour une mission de plusieurs mois.

Vous savez l'essentiel, pour le reste : parlons en ensemble!!

Salaire : 11,75EUR BRUT /heure.

Mes avantages :

- Une mutuelle santé / une prévoyance
- Un CET, compte épargne temps qui rémunère votre épargne à 5%
- Des indemnités de fin de mission à hauteur de 10%
- Des chèques cadeaux parrainage jusqu'à 100 euros
- Un comité d'entreprise dès le premier mois de mission",2024-08-23T04:45:50.178Z,2024-08-23T04:45:50.388Z,N1103,Préparateur / Préparatrice de commandes,Préparateur / Préparatrice de commandes,MIS,Intérim - 3 Mois,Contrat travail,D,0,35H,Temps plein,3.0,"Ouvrier qualifié (P1,P2)",78.20Z,78.0,Activités des agences de travail temporaire,01 - Reyrieux,45.935093,4.810203,1600,1322,PARTNAIRE,Horaire de 12.0 Euros à 12.0 Euros sur 12.0 mois,http://app.mytalentplug.com/description-offre.aspx?ojid=RgTR5cOHTp4iidA0vKYjLg==,1.0,https://candidat.francetravail.fr/offres/recherche/detail/179WDJL,0,0,0.0,0,24960.0,Intérim,Reyrieux,,Gestion et Management
179WDJJ,Terrassier (H/F),"Filiale historique d'un grand Groupe qui a su s'imposer auprès des collectivités et des opérateurs privés pour les travaux de distribution des énergies, des données et des fluides.

Spécialiste national de la conception et de la construction de réseaux, la société propose à ses clients une offre de services globale et complète dans les domaines des réseaux électriques, numériques, éclairage public, gaz et chauffage urbain.

La société dispose d'un réseau de 40 agences sur le territoire.

Votre Mission :

vous serez un acteur clé dans la réalisation de nos chantiers de travaux publics. Vos missions principales incluent :

Préparation du chantier :

Participer à l'installation du chantier en mettant en place les équipements nécessaires.
Lire et interpréter les plans et les marquages pour définir les zones de travail.

Travaux de terrassement :

Creuser et remblayer les tranchées, fossés, et fondations selon les spécifications.
Assurer la mise en place des réseaux souterrains (eau, électricité, télécommunications, gaz).

Sécurité et qualité :

Veiller au respect des normes de sécurité sur le chantier.
Garantir la qualité des travaux exécutés et la conformité aux spécifications techniques.
Maintenir un environnement de travail propre et organisé.
Maintenance et réparation :

Effectuer l'entretien courant des engins de chantier.
Identifier et signaler les dysfonctionnements des équipements. Vous appréciez travailler en autonomie tout en étant à l'aise avec le travail d'équipe.

Vous êtes titulaire d'un CAP ou BAC Pro Travaux publics ou vous avez une expérience de 3 ans minimum dans le domaine des réseaux secs.

Vous êtes rigoureux(se), sérieux(se) et avez envie de rejoindre un groupe structuré, innovant et en pleine croissance ?

Nous attendons votre candidature !

Mes avantages :

- Salaire fixe sur 13,3 mois (Statut OUVRIER + Tickets Restaurants + Mutuelle avantageuse)
- Une mutuelle santé / une prévoyance
- Un CET, compte épargne temps qui rémunère votre épargne à 5%
- Des indemnités de fin de mission à hauteur de 10%
- Des chèques cadeaux parrainage jusqu'à 100 euros
- Un comité d'entreprise dès le premier mois de mission",2024-08-23T04:45:38.027Z,2024-08-23T04:45:38.254Z,F1704,Manœuvre bâtiment,Terrassier / Terrassière,MIS,Intérim - 6 Mois,Contrat travail,E,2,35H,Temps plein,3.0,"Ouvrier qualifié (P1,P2)",78.20Z,78.0,Activités des agences de travail temporaire,67 - Saverne,48.739971,7.369851,67700,67437,PARTNAIRE,Horaire de 12.0 Euros à 15.0 Euros sur 12.0 mois,http://app.mytalentplug.com/description-offre.aspx?ojid=KoNkZqEygsWG2A4OCuWzNQ==,1.0,https://candidat.francetravail.fr/offres/recherche/detail/179WDJJ,0,0,0.0,0,24960.0,Intérim,Saverne,,Ingénierie et Technologie
179WDJH,Chauffeur spl frigorifique (H/F),"L'AGENCE PARTNAIRE TRANSPORT recherche pour un de ses client basé à Fleury les Aubrais un chauffeur SPL (H/F)

Notre client récupère les déchets viandeux dans les abattoirs et fournit les fabricants d'aliments pour animaux de compagnie. La gamme de produits est variée et s'adapte aux process des clients.

Le chauffeur SPL effectue des enlèvements dans les abattoirs en camion frigorifique (viande et poisson), pour les livrer par la suite dans les usines de fabrication de nourriture animalière.
Les livraisons se font en Région Centre et sur la France. (De 1 à 7 abattoirs par jour).
L'utilisation du transpalette électrique est possible. Vous êtes:

-Titulaire du permis CE + FIMO ou FCO
- Prêt à découcher 1 à 2 fois par semaine
- Insensible aux odeurs

Alors n'hésitez plus, postulez!

Mes avantages :

- Une mutuelle santé / une prévoyance
- Un CET, compte épargne temps qui rémunère votre épargne à 5%
- Des indemnités de fin de mission à hauteur de 10%
- Des chèques cadeaux parrainage jusqu'à 100 euros
- Un comité d'entreprise dès le premier mois de mission",2024-08-23T04:45:27.034Z,2024-08-23T04:45:27.289Z,N4101,Conducteur / Conductrice de poids lourd,Chauffeur / Chauffeuse de poids lourd,MIS,Intérim - 3 Mois,Contrat travail,D,0,35H,Temps plein,3.0,"Ouvrier qualifié (P1,P2)",78.20Z,78.0,Activités des agences de travail temporaire,45 - Fleury-les-Aubrais,47.933797,1.919794,45400,45147,PARTNAIRE,Horaire de 12.0 Euros à 13.0 Euros sur 12.0 mois,http://app.mytalentplug.com/description-offre.aspx?ojid=kmrLrYNGuNDtGcwtSLMjNg==,1.0,https://candidat.francetravail.fr/offres/recherche/detail/179WDJH,0,0,0.0,0,24960.0,Intérim,Fleury-les-Aubrais,,Ingénierie et Technologie
179WDJF,Gestionnaire ADV (H/F),"Le cabinet Partnaire CDI d'Orléans recherche une nouvelle pépite pour intégrer l'équipe de son client !

Nous recrutons un Gestionnaire ADV H/F en CDI pour intégrer une entreprise innovante dans le secteur de l'aéronautique. Le poste est à pourvoir rapidement sur la zone de Sully sur Loire.

Sous la supervision du Responsable ADV, vous aurez pour mission de :

- Gérer et suivre l'ensemble du processus de vente de la prise de commande à la livraison chez le client 
- Apporter un support techniques aux clients sur les spécificités des produits
- Renseigner à tout moment les différents clients sur les délais de livraison et les conditions contractuelles
- Echanger et avec les différents services (production, logistique, finance) afin de gérer efficacement les commandes client
- Veiller à la satisfaction client en analysant leurs demandes et en leur proposant des solutions adaptées 

Statut ETAM - Poste en horaires de journée Vous possédez un diplôme post-bac dans le domaine du commerce ou de l'administration d'affaires (DUT Techniques de commercialisation, BTS NDRC, BTS MUC,...) et vous justifiez d'une expérience significative dans l'administration des ventes de préférence dans le secteur industriel. 

De plus, il est nécessaire que vous maitrisiez l'anglais (lu et parlé).

Au delà de vos compétences, nous recherchons une personne dynamique, avec le sens du service client !

Si vous êtes intéressé(e) par cette opportunité, postulez sans attendre !!

Salaire à négocier avec la direction en fonction de votre profil et de votre expérience",2024-08-23T04:45:17.039Z,2024-08-23T04:45:17.239Z,D1409,Assistant / Assistante administration des ventes,Technicien / Technicienne administration des ventes,CDI,CDI,Contrat travail,E,2,35H,Temps plein,6.0,Employé qualifié,78.20Z,78.0,Activités des agences de travail temporaire,45 - Sully-sur-Loire,47.759466,2.357068,45600,45315,PARTNAIRE,Annuel de 25000.0 Euros à 30000.0 Euros sur 12.0 mois,http://app.mytalentplug.com/description-offre.aspx?ojid=N2c2DTDP0c7EnSWmgVF3kw==,1.0,https://candidat.francetravail.fr/offres/recherche/detail/179WDJF,0,0,0.0,0,25000.0,CDI,Sully-sur-Loire,,Gestion et Management
179WDJD,Carreleur (H/F),"Notre client acteur majeur de la construction dans les hauts de France recherche pour un de ses chantiers, un carreleur autonome afin d'intervenir sur des chantiers de rénovation ou neuf

Vos missions pour la société en tant que carreleur sont les suivantes :


- Préparation de votre chantier

- Approvisionnement de votre chantier

- Découpe des éléments

- Pose de Carrelage et de Faïence en fonction des plans

- Travail en équipe


Vous serez amené à travailler sur des chantiers en neuf, ou rénovation. - Vous êtes autonome

- Vous justifiez d'une expérience sur ce type de poste ou un diplôme CAP carreleur, ....

- Vous avez une bonne connaissance des règles et consignes de sécurité sur un chantier

- Vous appréciez travailler en équipe

- Le permis B est un plus


Postulez !

Mes avantages :

- Une mutuelle santé / une prévoyance
- Un CET, compte épargne temps qui rémunère votre épargne à 5%
- Des indemnités de fin de mission à hauteur de 10%
- Des chèques cadeaux parrainage jusqu'à 100 euros
- Un comité d'entreprise dès le premier mois de mission",2024-08-23T04:45:14.109Z,2024-08-23T04:45:14.321Z,F1608,Carreleur / Carreleuse,Carreleur / Carreleuse mosaïste,MIS,Intérim - 1 Mois,Contrat travail,E,2,35H,Temps plein,3.0,"Ouvrier qualifié (P1,P2)",78.20Z,78.0,Activités des agences de travail temporaire,59 - Raismes,50.397739,3.493164,59590,59491,PARTNAIRE,Mensuel de 1900.0 Euros à 2000.0 Euros sur 12.0 mois,http://app.mytalentplug.com/description-offre.aspx?ojid=pP4FrRX2gFbA4qISRhRn8g==,1.0,https://candidat.francetravail.fr/offres/recherche/detail/179WDJD,0,0,0.0,0,22800.0,Intérim,Raismes,,Santé et Médecine
179WDJC,Aide maçon VRD (H/F),"Notre client imagine, construit et entretient des infrastructures de transport de façon responsable, à partir de son ancrage local.

Il est le leader mondial des solutions de mobilité innovantes et responsables.

Chez eu le respect est une valeur fondamentale de la culture d'entreprise. Qu'il s'agisse du respect de soi, du respect des collaborateurs, du respect des clients et partenaires ou encore du respect de l'environnement et de la société.

Vous serez en charge de l'aide à la construction ou à la réfection de routes, de voies piétonnes, de parkings, de voies ferrés et les éléments de voirie (chaussées, bordures, pavés, glissières de sécurité, mobilier urbain, trottoirs, aménagement du cadre de vie, caniveaux, etc.).

Vous serez en charge du chargement et déchargement des camions, étaler l'enrobé, mettre à niveau, boucher des trous,...

Il faudra respecter la sécurisation du chantier (signalisation, balisage, déviations, etc.)et le positionnement des repères pour les ouvrages à construire. 


Travail de journée en semaine Nous recherchons une personne sérieuse, motivée et dynamique.

Vous maîtrisez des outils comme la pelle, la pioche, cordeau et bombe pour les traçages.

Vous aimez travailler en équipe, respecter les règles de sécurité avec attention et vous êtes intéressé pour développer vos connaissances.

Taux horaire 11.52EUR +16.20 EUR panier / jour + indemnités kilométriques

Mes avantages :

- Une mutuelle santé / une prévoyance
- Un CET, compte épargne temps qui rémunère votre épargne à 5%
- Des indemnités de fin de mission à hauteur de 10%
- Des chèques cadeaux parrainage jusqu'à 100 euros
- Un comité d'entreprise dès le premier mois de mission",2024-08-23T04:45:12.307Z,2024-08-23T04:45:12.531Z,F1703,Maçon / Maçonne,Maçon / Maçonne,MIS,Intérim - 1 Mois,Contrat travail,D,0,35H,Temps plein,3.0,"Ouvrier qualifié (P1,P2)",78.20Z,78.0,Activités des agences de travail temporaire,54 - Nancy,48.688135,6.171263,54000,54395,PARTNAIRE,Horaire de 11.65 Euros à 11.65 Euros sur 12.0 mois,http://app.mytalentplug.com/description-offre.aspx?ojid=ceGv+T2oMD9RUv33Suy8FA==,1.0,https://candidat.francetravail.fr/offres/recherche/detail/179WDJC,0,0,0.0,0,24232.0,Intérim,Nancy,Nancy-Metz,Santé et Médecine
179WDHZ,Commercial sédentaire (H/F),"Votre agence Partnaire la Roche-sur-Yon recrute deux Technico-commercial H/F sédentaires ! 

A quoi ressemble votre future entreprise ?

Depuis 1983 et installé au Poiré-sur-Vie, notre client est le partenaire des professionnels de la fabrication, de la vente et de la réparation de matériels. Spécialisée en hydraulique, l'entreprise proposent des solutions innovantes pour améliorer les performances, la sécurité et le confort des machines !

Sous la responsabilité de votre manager, et intégré(e) à l'équipe commerciale, vos missions seront les suivantes :

- développer les ventes dans le respect et l'application de la politique commerciale sur le national (composants hydrauliques, électriques ou kits développés par le groupe)
- analyser les besoins des clients, assurer les ventes, saisir et suivre les commandes
- gérer et animer une famille de clients ou groupements de clients
- proposer des nouveaux produits ou l'adaptation de produits existants en fonction des besoins du client
- participer ponctuellement à des salons (si souhaité)

Afin de vous accompagner dans votre découverte de l'entreprise et du poste, un tuteur sera à votre écoute et là pour votre suivi lors de votre intégration.

Poste principalement sédentaire, horaires flexibles du lundi au vendredi : 8h-17h (16h30 le vendredi) ou 9h-18h (17h30 le vendredi)

Rémunération variable selon profil 25K à 35K annuel (salaire fixe, sur 13 mois + participation et intéressement + Tickets Restaurants)

Poste à pourvoir en CDI à partir du mois de septembre Passionné(e) par la technique, curieux et à l'écoute, vous aimez l'approche commerciale par le conseil. Vous faites preuve d'esprit d'analyse, de synthèse et vous avez le goût du travail en équipe. Professionnel(le) dans votre approche, vous savez vous adapter et êtes à l'aise avec l'environnement informatique.

Idéalement issu(e) de la maintenance industrielle ou mobile (engins type TP, agricole, chariots élévateurs, etc...), vous souhaitez évoluer pour travailler en bureau afin de faire du support technique et du conseil clients. 

Vous vous reconnaissez dans ces quelques lignes ? Alors vous êtes la personne idéale !

N'attendez plus une seconde et transmettez votre CV à Julie, Candice et Mélanie, nos chargés de recrutement, qui s'occuperont de vous propulser au coeur de votre future aventure professionnelle !

",2024-08-23T04:45:01.026Z,2024-08-23T04:45:01.268Z,D1407,Technico-commercial / Technico-commerciale,Technico-commercial / Technico-commerciale,CDI,CDI,Contrat travail,E,2,35H,Temps plein,6.0,Employé qualifié,78.20Z,78.0,Activités des agences de travail temporaire,85 - Poiré-sur-Vie,46.76567,-1.501035,85170,85178,PARTNAIRE,Annuel de 25000.0 Euros à 35000.0 Euros sur 12.0 mois,http://app.mytalentplug.com/description-offre.aspx?ojid=2bC9KhOergfiOuYWLPwP8g==,1.0,https://candidat.francetravail.fr/offres/recherche/detail/179WDHZ,0,0,0.0,0,25000.0,CDI,Poiré-sur-Vie,,Ingénierie et Technologie
